START MEASUREMENT SETTINGS
seconds_measureSettle,128
voltage_setOnCompletion,0.5
voltage_start,0.5
seconds_startDelay,128
voltage_end,1.2
numberOfPoints,8.0
END MEASUREMENT SETTINGS
time,voltage,current,stdDev
i,f,f,f
1378077201,0.5,5.74863333333e-06,1.42300853788e-06
1378077202,0.5,3.37268333333e-06,2.87692051313e-07
1378077203,0.5,2.53906666667e-06,1.48767589063e-07
1378077204,0.5,2.10606666667e-06,9.05043031512e-08
1378077205,0.5,1.8208e-06,6.76179956323e-08
1378077206,0.5,1.61968333333e-06,5.63321967341e-08
1378077207,0.5,1.46873333333e-06,5.08467851054e-08
1378077208,0.5,1.34928333333e-06,4.62194373493e-08
1378077209,0.5,1.2518e-06,4.41013227315e-08
1378077210,0.5,1.17291666667e-06,4.33060009955e-08
1378077211,0.5,1.10316666667e-06,4.22647081565e-08
1378077212,0.5,1.0444e-06,4.11660053928e-08
1378077213,0.5,9.88733333333e-07,4.11873227529e-08
1378077214,0.5,9.47166666667e-07,3.95070317229e-08
1378077215,0.5,9.05516666667e-07,4.11802912677e-08
1378077216,0.5,8.69e-07,4.00707707271e-08
1378077217,0.5,8.36066666667e-07,4.03054449037e-08
1378077218,0.5,8.04616666667e-07,3.96539580482e-08
1378077219,0.5,7.80383333333e-07,3.9574019957e-08
1378077220,0.5,7.5455e-07,3.88636183767e-08
1378077221,0.5,7.30583333333e-07,3.87286679634e-08
1378077222,0.5,7.09733333333e-07,3.84698438896e-08
1378077223,0.5,6.892e-07,3.78729454888e-08
1378077224,0.5,6.7205e-07,3.98691296619e-08
1378077225,0.5,6.54766666667e-07,3.83116025362e-08
1378077226,0.5,6.38816666667e-07,3.80199472499e-08
1378077227,0.5,6.23783333333e-07,3.91335711236e-08
1378077228,0.5,6.08033333333e-07,3.89075685296e-08
1378077229,0.5,5.9625e-07,3.80681953867e-08
1378077230,0.5,5.83633333333e-07,3.83401298323e-08
1378077231,0.5,5.70666666667e-07,3.86831861264e-08
1378077232,0.5,5.60366666667e-07,3.88526990339e-08
1378077233,0.5,5.48483333333e-07,3.85998668679e-08
1378077234,0.5,5.37516666667e-07,3.91247967691e-08
1378077235,0.5,5.264e-07,3.86959084831e-08
1378077236,0.5,5.18116666667e-07,3.83149629895e-08
1378077237,0.5,5.08883333333e-07,3.8118277185e-08
1378077238,0.5,5.01166666667e-07,3.89739941785e-08
1378077239,0.5,4.91333333333e-07,3.8891587208e-08
1378077240,0.5,4.82666666667e-07,3.92223009127e-08
1378077241,0.5,4.758e-07,3.81229589618e-08
1378077242,0.5,4.691e-07,3.81097975154e-08
1378077243,0.5,4.61766666667e-07,3.80334794038e-08
1378077244,0.5,4.547e-07,3.93583112781e-08
1378077245,0.5,4.4745e-07,3.83981010815e-08
1378077246,0.5,4.40933333333e-07,3.80258099483e-08
1378077247,0.5,4.36033333333e-07,3.7292969251e-08
1378077248,0.5,4.28733333333e-07,3.7805143683e-08
1378077249,0.5,4.23333333333e-07,3.92223009127e-08
1378077250,0.5,4.18533333333e-07,3.83473018028e-08
1378077251,0.5,4.13633333333e-07,3.79095268003e-08
1378077252,0.5,4.074e-07,3.87135635146e-08
1378077253,0.5,4.02e-07,3.82404672217e-08
1378077254,0.5,3.974e-07,3.80338445773e-08
1378077255,0.5,3.92016666667e-07,3.77891041028e-08
1378077256,0.5,3.87733333333e-07,3.82495606365e-08
1378077257,0.5,3.82666666667e-07,3.76482255742e-08
1378077258,0.5,3.78716666667e-07,3.89607031365e-08
1378077259,0.5,3.73883333333e-07,3.80219636818e-08
1378077260,0.5,3.69766666667e-07,3.83333478261e-08
1378077261,0.5,3.66216666667e-07,3.79201317098e-08
1378077262,0.5,3.62183333333e-07,3.78679687276e-08
1378077263,0.5,3.5965e-07,3.92019663622e-08
1378077264,0.5,3.54733333333e-07,3.7408941296e-08
1378077265,0.5,3.499e-07,3.77711088885e-08
1378077266,0.5,3.4715e-07,3.85092304952e-08
1378077267,0.5,3.42933333333e-07,3.82369222378e-08
1378077268,0.5,3.40083333333e-07,3.75776048849e-08
1378077269,0.5,3.36333333333e-07,3.85472293283e-08
1378077270,0.5,3.33783333333e-07,3.83983904466e-08
