START MEASUREMENT SETTINGS
seconds_measureSettle,128
voltage_setOnCompletion,0.5
voltage_start,0.5
seconds_startDelay,128
voltage_end,1.2
numberOfPoints,8.0
END MEASUREMENT SETTINGS
time,voltage,current,stdDev
i,f,f,f
1378084761,0.5,-1.34166666667e-08,5.52093867824e-08
1378084762,0.5,-5.83833333333e-08,4.3880174592e-08
1378084763,0.5,-6.70833333333e-08,4.3753968074e-08
1378084764,0.5,-7.35833333333e-08,4.64120284936e-08
1378084765,0.5,-7.49833333333e-08,4.41974703902e-08
1378084766,0.5,-7.33e-08,4.6412390587e-08
1378084767,0.5,-7.495e-08,4.52704557815e-08
1378084768,0.5,-7.30833333333e-08,4.4004655688e-08
1378084769,0.5,-7.39833333333e-08,4.43157201855e-08
1378084770,0.5,-6.96e-08,4.53137948091e-08
1378084771,0.5,-7.22333333333e-08,4.66012756144e-08
1378084772,0.5,-7.12333333333e-08,4.42302184284e-08
1378084773,0.5,-7.10666666667e-08,4.43943940405e-08
1378084774,0.5,-6.74e-08,4.40027271882e-08
1378084775,0.5,-6.58833333333e-08,4.67454424398e-08
1378084776,0.5,-6.80833333333e-08,4.33752201403e-08
1378084777,0.5,-6.675e-08,4.59821070273e-08
1378084778,0.5,-6.565e-08,4.49665894489e-08
1378084779,0.5,-6.44833333333e-08,4.59454356335e-08
1378084780,0.5,-6.25833333333e-08,4.48617475015e-08
1378084781,0.5,-6.485e-08,4.37633122604e-08
1378084782,0.5,-6.34833333333e-08,4.315417773e-08
1378084783,0.5,-6.355e-08,4.52675104241e-08
1378084784,0.5,-6.37166666667e-08,4.32427611155e-08
1378084785,0.5,-6.26333333333e-08,4.42538008412e-08
1378084786,0.5,-6.33833333333e-08,4.2508466477e-08
1378084787,0.5,-6.34166666667e-08,4.67127005095e-08
1378084788,0.5,-6.17833333333e-08,4.62032075606e-08
1378084789,0.5,-6.21333333333e-08,4.38666413374e-08
1378084790,0.5,-6.20166666667e-08,4.4292772799e-08
1378084791,0.5,-6.285e-08,4.65255574926e-08
1378084792,0.5,-5.94666666667e-08,4.55728232856e-08
1378084793,0.5,-6.28166666667e-08,4.50904615437e-08
1378084794,0.5,-6.22666666667e-08,4.50983616357e-08
1378084795,0.5,-6.14833333333e-08,4.4025179033e-08
1378084796,0.5,-5.89666666667e-08,4.38132273279e-08
1378084797,0.5,-6.355e-08,4.5579390445e-08
1378084798,0.5,-6.00666666667e-08,4.1178419375e-08
1378084799,0.5,-6.29666666667e-08,4.53508422071e-08
1378084800,0.5,-6.10666666667e-08,4.57623814454e-08
1378084801,0.5,-5.995e-08,4.5211512177e-08
1378084802,0.5,-6.21e-08,4.51987094211e-08
1378084803,0.5,-6.035e-08,4.41300445653e-08
1378084804,0.5,-6.15166666667e-08,4.52045320983e-08
1378084805,0.5,-6.09e-08,4.6655010449e-08
1378084806,0.5,-5.86833333333e-08,4.56528537504e-08
1378084807,0.5,-6.10166666667e-08,4.6753428276e-08
1378084808,0.5,-5.68666666667e-08,4.51166882157e-08
1378084809,0.5,-5.58333333333e-08,4.56067124689e-08
1378084810,0.5,-5.61e-08,4.61839438189e-08
1378084811,0.5,-5.66166666667e-08,4.46520218529e-08
1378084812,0.5,-5.77e-08,4.24544069169e-08
1378084813,0.5,-5.75e-08,4.72202287161e-08
1378084814,0.5,-5.56333333333e-08,4.61457714447e-08
1378084815,0.5,-5.605e-08,4.77875245226e-08
1378084816,0.5,-5.65833333333e-08,4.45859812298e-08
1378084817,0.5,-5.70666666667e-08,4.38032976942e-08
1378084818,0.5,-5.48166666667e-08,4.50542235041e-08
1378084819,0.5,-5.61833333333e-08,4.46039952122e-08
1378084820,0.5,-5.42166666667e-08,4.61534006211e-08
1378084821,0.5,-5.61833333333e-08,4.31085806102e-08
1378084822,0.5,-5.58833333333e-08,4.52637057205e-08
1378084823,0.5,-5.63166666667e-08,4.52660622198e-08
1378084824,0.5,-5.695e-08,4.56758232912e-08
1378084825,0.5,-5.47333333333e-08,4.48396649804e-08
1378084826,0.5,-5.53833333333e-08,4.26020702418e-08
1378084827,0.5,-5.45833333333e-08,4.55365390526e-08
1378084828,0.5,-5.41166666667e-08,4.35714324096e-08
1378084829,0.5,-5.30333333333e-08,4.45940828162e-08
1378084830,0.5,-5.19833333333e-08,4.46708300298e-08
1378084831,0.5,-5.235e-08,4.47034021822e-08
1378084832,0.5,-5.15666666667e-08,4.75066194218e-08
1378084833,0.5,-5.14e-08,4.51907807707e-08
1378084834,0.5,-5.28833333333e-08,4.47802380769e-08
1378084835,0.5,-5.38833333333e-08,4.45720733444e-08
1378084836,0.5,-5.12333333333e-08,4.51255163098e-08
1378084837,0.5,-5.17333333333e-08,4.57164691939e-08
1378084838,0.5,-5.10333333333e-08,4.48397021499e-08
1378084839,0.5,-4.995e-08,4.52520441527e-08
1378084840,0.5,-5.005e-08,4.48803687596e-08
1378084841,0.5,-4.93666666667e-08,4.80981519627e-08
1378084842,0.5,-4.87166666667e-08,4.53130193457e-08
1378084843,0.5,-5.06e-08,4.47285143952e-08
1378084844,0.5,-4.91166666667e-08,4.30983726169e-08
1378084845,0.5,-4.895e-08,4.39410305599e-08
1378084846,0.5,-4.67666666667e-08,4.31900322863e-08
1378084847,0.5,-5.035e-08,4.60575093407e-08
1378084848,0.5,-4.92166666667e-08,4.45866540819e-08
1378084849,0.5,-4.735e-08,4.50598953246e-08
1378084850,0.5,-4.86333333333e-08,4.64287865685e-08
1378084851,0.5,-4.56166666667e-08,4.26892225535e-08
1378084852,0.5,-4.99333333333e-08,4.54275491549e-08
1378084853,0.5,-4.59833333333e-08,4.41884191716e-08
1378084854,0.5,-4.47166666667e-08,4.40057161691e-08
1378084855,0.5,-4.60833333333e-08,4.45878502385e-08
1378084856,0.5,-4.65333333333e-08,4.32933661842e-08
1378084857,0.5,-4.535e-08,4.50754275262e-08
1378084858,0.5,-4.50666666667e-08,4.47362145123e-08
1378084859,0.5,-4.525e-08,4.4219386774e-08
1378084860,0.5,-4.64666666667e-08,4.57294458989e-08
1378084861,0.5,-4.66666666667e-08,4.52720173568e-08
1378084862,0.5,-4.58166666667e-08,4.55933078666e-08
1378084863,0.5,-4.5e-08,4.33724182709e-08
1378084864,0.5,-4.395e-08,4.22233841214e-08
1378084865,0.5,-4.42166666667e-08,4.73177527174e-08
1378084866,0.5,-4.39833333333e-08,4.5486808222e-08
1378084867,0.5,-4.46833333333e-08,4.47398002032e-08
1378084868,0.5,-4.51333333333e-08,4.40414451272e-08
1378084869,0.5,-4.34166666667e-08,4.34539187595e-08
1378084870,0.5,-4.30666666667e-08,4.61222530046e-08
1378084871,0.5,-4.415e-08,4.44187741839e-08
1378084872,0.5,-4.18666666667e-08,4.44711392054e-08
1378084873,0.5,-4.26833333333e-08,4.47479949892e-08
1378084874,0.5,-4.09166666667e-08,4.39686599245e-08
1378084875,0.5,-4.19833333333e-08,4.64774108812e-08
1378084876,0.5,-4.325e-08,4.4130724369e-08
1378084877,0.5,-4.195e-08,4.45546200373e-08
1378084878,0.5,-4.19e-08,4.39741211775e-08
1378084879,0.5,-3.92333333333e-08,4.56462363058e-08
1378084880,0.5,-4.13666666667e-08,4.40015024996e-08
1378084881,0.5,-4.27333333333e-08,4.46899939087e-08
1378084882,0.5,-4.16166666667e-08,4.5008921955e-08
1378084883,0.5,-4.30166666667e-08,4.11033217095e-08
1378084884,0.5,-4.32e-08,4.17962518256e-08
1378084885,0.5,-4.32166666667e-08,4.28260402351e-08
1378084886,0.5,-3.94166666667e-08,4.17142228609e-08
1378084887,0.5,-4.03166666667e-08,4.11235908235e-08
1378084888,0.5,-4.095e-08,4.31336778709e-08
1378084889,0.5,-4.015e-08,4.54887623485e-08
1378084890,0.5,-4.195e-08,4.39747749663e-08
1378084891,0.5,-3.955e-08,4.38031296447e-08
1378084892,0.5,-3.99e-08,4.28270553116e-08
1378084893,0.5,-3.80166666667e-08,4.29726624986e-08
1378084894,0.5,-3.99e-08,4.13379164126e-08
1378084895,0.5,-4.02166666667e-08,4.3865738972e-08
1378084896,0.5,-4.01833333333e-08,4.3991094427e-08
1378084897,0.5,-3.985e-08,4.53474824733e-08
1378084898,0.5,-3.97666666667e-08,4.23864627236e-08
1378084899,0.5,-3.95333333333e-08,4.49531113742e-08
1378084900,0.5,-3.88833333333e-08,4.32801308018e-08
1378084901,0.5,-3.80666666667e-08,4.82865980947e-08
1378084902,0.5,-3.785e-08,4.55681998035e-08
1378084903,0.5,-4.11666666667e-08,4.68807589055e-08
1378084904,0.5,-3.93e-08,4.45740208343e-08
1378084905,0.5,-3.74666666667e-08,4.29796334197e-08
1378084906,0.5,-3.74166666667e-08,4.52206780381e-08
1378084907,0.5,-3.73333333333e-08,4.73239427305e-08
1378084908,0.5,-3.755e-08,4.65930699425e-08
1378084909,0.5,-3.985e-08,4.62427742103e-08
1378084910,0.5,-3.71333333333e-08,4.80393819925e-08
1378084911,0.5,-3.80166666667e-08,4.53815276909e-08
1378084912,0.5,-3.45166666667e-08,4.62422936523e-08
1378084913,0.5,-3.9e-08,4.28505153606e-08
1378084914,0.5,-3.735e-08,4.48113917808e-08
1378084915,0.5,-3.77166666667e-08,4.4626633179e-08
1378084916,0.5,-3.66666666667e-08,4.54813759198e-08
1378084917,0.5,-3.52833333333e-08,4.40908500208e-08
1378084918,0.5,-3.72666666667e-08,4.42062841184e-08
1378084919,0.5,-3.60666666667e-08,4.39984343156e-08
1378084920,0.5,-3.62333333333e-08,4.24948493611e-08
1378084921,0.5,-3.74333333333e-08,4.46998757145e-08
1378084922,0.5,-3.67333333333e-08,4.18050502e-08
1378084923,0.5,-3.51666666667e-08,4.58454529431e-08
1378084924,0.5,-3.53333333333e-08,4.4512794665e-08
1378084925,0.5,-3.54833333333e-08,4.42117976965e-08
1378084926,0.5,-3.67833333333e-08,4.16981580995e-08
1378084927,0.5,-3.38833333333e-08,4.6119443357e-08
1378084928,0.5,-3.53166666667e-08,4.69394971095e-08
1378084929,0.5,-3.41666666667e-08,4.43298870841e-08
1378084930,0.5,-3.475e-08,4.28215775048e-08
1378084931,0.5,-3.46e-08,4.17732769443e-08
1378084932,0.5,-3.385e-08,4.35556444869e-08
1378084933,0.5,-3.305e-08,4.38134016788e-08
1378084934,0.5,-3.69e-08,4.40290434448e-08
1378084935,0.5,-3.34333333333e-08,4.3399833589e-08
1378084936,0.5,-3.33166666667e-08,4.45954002361e-08
1378084937,0.5,-3.3e-08,4.56344168364e-08
1378084938,0.5,-3.28333333333e-08,4.34699768678e-08
1378084939,0.5,-3.395e-08,4.55994974388e-08
1378084940,0.5,-3.31e-08,4.5735361957e-08
1378084941,0.5,-3.57166666667e-08,4.66805068762e-08
1378084942,0.5,-3.49666666667e-08,4.52437718243e-08
1378084943,0.5,-3.325e-08,4.7281294751e-08
1378084944,0.5,-3.11833333333e-08,4.35853536817e-08
1378084945,0.5,-3.23333333333e-08,4.58808844243e-08
1378084946,0.5,-3.04833333333e-08,4.45927840451e-08
1378084947,0.5,-3.09166666667e-08,4.53550040116e-08
1378084948,0.5,-3.31166666667e-08,4.36734441305e-08
1378084949,0.5,-3.46666666667e-08,4.28414389218e-08
1378084950,0.5,-3.195e-08,4.20271440064e-08
1378084951,0.5,-3.05166666667e-08,4.23613391615e-08
1378084952,0.5,-3.185e-08,4.55209933254e-08
1378084953,0.5,-3.15666666667e-08,4.54482734057e-08
1378084954,0.5,-3.13166666667e-08,4.4077769025e-08
1378084955,0.5,-3.11333333333e-08,4.71280053566e-08
1378084956,0.5,-3.295e-08,4.10554198615e-08
1378084957,0.5,-2.94666666667e-08,4.49301185794e-08
1378084958,0.5,-3.04666666667e-08,4.77557908065e-08
1378084959,0.5,-2.89833333333e-08,4.46902269953e-08
1378084960,0.5,-2.95333333333e-08,4.60664254697e-08
1378084961,0.5,-3.21166666667e-08,4.55532990634e-08
1378084962,0.5,-3.26e-08,4.25899831729e-08
1378084963,0.5,-3.23333333333e-08,4.47350223228e-08
1378084964,0.5,-3.02666666667e-08,4.54818156581e-08
1378084965,0.5,-3.03333333333e-08,4.39361911058e-08
1378084966,0.5,-3.00333333333e-08,4.31373645721e-08
1378084967,0.5,-3.16333333333e-08,4.56216201183e-08
1378084968,0.5,-2.94666666667e-08,4.32614018368e-08
1378084969,0.5,-2.97666666667e-08,4.49196937755e-08
1378084970,0.5,-2.915e-08,4.64850603241e-08
1378084971,0.5,-2.98666666667e-08,4.29745919766e-08
1378084972,0.5,-3.27333333333e-08,4.34015616719e-08
1378084973,0.5,-2.83666666667e-08,4.55484967431e-08
1378084974,0.5,-3.12166666667e-08,4.26098938693e-08
1378084975,0.5,-2.84166666667e-08,4.22856522817e-08
1378084976,0.5,-3.01e-08,4.5125639423e-08
1378084977,0.5,-2.91833333333e-08,4.65411974014e-08
1378084978,0.5,-3.21666666667e-08,4.53446677007e-08
1378084979,0.5,-3.07666666667e-08,4.36510277339e-08
1378084980,0.5,-2.78333333333e-08,4.40886102702e-08
1378084981,0.5,-2.85666666667e-08,4.21755721821e-08
1378084982,0.5,-3.01e-08,4.43169267888e-08
1378084983,0.5,-2.91e-08,4.27748758034e-08
1378084984,0.5,-2.75833333333e-08,4.33905871769e-08
1378084985,0.5,-3.14833333333e-08,4.25152881e-08
1378084986,0.5,-2.95166666667e-08,4.25893146484e-08
1378084987,0.5,-2.67666666667e-08,4.50245735374e-08
1378084988,0.5,-2.8e-08,4.28330090779e-08
1378084989,0.5,-2.86666666667e-08,4.40384932632e-08
1378084990,0.5,-2.74e-08,4.34231888895e-08
1378084991,0.5,-3.005e-08,4.35860929655e-08
1378084992,0.5,-2.98666666667e-08,4.30133570986e-08
1378084993,0.5,-2.85666666667e-08,4.19278613282e-08
1378084994,0.5,-2.59666666667e-08,4.35514893227e-08
1378084995,0.5,-2.785e-08,4.43936275457e-08
1378084996,0.5,-2.68666666667e-08,4.17873452402e-08
1378084997,0.5,-2.67333333333e-08,4.15009504577e-08
1378084998,0.5,-2.80333333333e-08,4.48456488661e-08
1378084999,0.5,-2.96833333333e-08,4.29105626727e-08
1378085000,0.5,-2.51333333333e-08,4.35906972746e-08
1378085001,0.5,-2.81666666667e-08,4.50792512015e-08
1378085002,0.5,-2.96e-08,4.31277945954e-08
1378085003,0.5,-2.79666666667e-08,4.25523076799e-08
1378085004,0.5,-2.73166666667e-08,4.33998815923e-08
1378085005,0.5,-2.75666666667e-08,4.10963772396e-08
1378085006,0.5,-2.75166666667e-08,4.36434384784e-08
1378085007,0.5,-2.88833333333e-08,4.47064841183e-08
1378085008,0.5,-2.705e-08,4.46976602669e-08
1378085009,0.5,-2.54833333333e-08,4.29187183976e-08
1378085010,0.5,-2.50166666667e-08,4.58502968608e-08
1378085011,0.5,-2.7e-08,4.26458282446e-08
1378085012,0.5,-2.505e-08,4.39687104655e-08
1378085013,0.5,-2.325e-08,4.08189600553e-08
1378085014,0.5,-2.66666666667e-08,4.55234982057e-08
1378085015,0.5,-2.73e-08,4.61018076291e-08
1378085016,0.5,-2.44333333333e-08,4.49593767256e-08
1378085017,0.5,-2.85666666667e-08,4.22978985556e-08
1378085018,0.5,-2.72666666667e-08,4.49076336e-08
1378085019,0.5,-2.465e-08,4.27078544689e-08
1378085020,0.5,-2.49833333333e-08,4.52004762758e-08
1378085021,0.5,-2.76e-08,4.2490077273e-08
1378085022,0.5,-2.69333333333e-08,4.36340336078e-08
1378085023,0.5,-2.87333333333e-08,4.40177489454e-08
1378085024,0.5,-2.55333333333e-08,4.21550576905e-08
1378085025,0.5,-2.27e-08,4.44939321706e-08
1378085026,0.5,-2.61e-08,4.39691937611e-08
1378085027,0.5,-2.56166666667e-08,4.27321470194e-08
1378085028,0.5,-2.55833333333e-08,4.23270172454e-08
1378085029,0.5,-2.54666666667e-08,4.38286309265e-08
1378085030,0.5,-2.56333333333e-08,4.50510697863e-08
1378085031,0.5,-2.58333333333e-08,4.49292653945e-08
1378085032,0.5,-2.555e-08,4.61585763068e-08
1378085033,0.5,-2.51333333333e-08,4.49163914648e-08
1378085034,0.5,-2.15e-08,4.49360656934e-08
1378085035,0.5,-2.44e-08,4.37318343239e-08
1378085036,0.5,-2.77166666667e-08,4.11728436661e-08
1378085037,0.5,-2.42e-08,4.29304864481e-08
1378085038,0.5,-2.53e-08,4.2131658722e-08
1378085039,0.5,-2.21e-08,4.33715344437e-08
1378085040,0.5,-2.465e-08,4.41413732606e-08
1378085041,0.5,-2.32166666667e-08,4.37119707733e-08
1378085042,0.5,-2.44666666667e-08,4.39854016187e-08
1378085043,0.5,-2.56166666667e-08,4.33305479874e-08
1378085044,0.5,-2.51333333333e-08,4.60685961969e-08
1378085045,0.5,-2.38e-08,4.38356019692e-08
1378085046,0.5,-2.34e-08,4.39026195118e-08
1378085047,0.5,-2.19166666667e-08,4.48004061242e-08
1378085048,0.5,-2.425e-08,4.48982646287e-08
1378085049,0.5,-2.47166666667e-08,4.38957445419e-08
1378085050,0.5,-2.27666666667e-08,4.48740335705e-08
1378085051,0.5,-2.5e-08,4.55905692002e-08
1378085052,0.5,-2.47333333333e-08,4.43669797134e-08
1378085053,0.5,-2.63666666667e-08,4.3556081346e-08
1378085054,0.5,-2.235e-08,4.20146105539e-08
1378085055,0.5,-2.31666666667e-08,4.2158101897e-08
1378085056,0.5,-2.48333333333e-08,4.23828450621e-08
1378085057,0.5,-2.36666666667e-08,4.41122306043e-08
1378085058,0.5,-2.22666666667e-08,4.23461397952e-08
1378085059,0.5,-2.25e-08,4.37159391222e-08
1378085060,0.5,-2.20666666667e-08,4.59716821049e-08
1378085061,0.5,-2.28e-08,4.10547601787e-08
1378085062,0.5,-2.305e-08,4.1694693907e-08
1378085063,0.5,-2.16e-08,4.37142997199e-08
1378085064,0.5,-2.09166666667e-08,4.43930518838e-08
1378085065,0.5,-2.39e-08,4.42770444663e-08
1378085066,0.5,-2.24666666667e-08,4.38396573385e-08
1378085067,0.5,-2.18833333333e-08,4.41176803813e-08
1378085068,0.5,-2.24166666667e-08,4.47650502314e-08
1378085069,0.5,-2.28333333333e-08,4.45099863951e-08
1378085070,0.5,-2.255e-08,4.48506503112e-08
1378085071,0.5,-2.16833333333e-08,4.49360626026e-08
1378085072,0.5,-2.01833333333e-08,4.23247333784e-08
1378085073,0.5,-2.18e-08,4.54359622619e-08
1378085074,0.5,-1.90833333333e-08,4.28436271677e-08
1378085075,0.5,-2.22833333333e-08,4.36867987942e-08
1378085076,0.5,-2.265e-08,4.17799094462e-08
