START MEASUREMENT SETTINGS
concentration,0.003125
voltage_min,0.5
voltage_max,1.2
pointsPerV,4
END MEASUREMENT SETTINGS
time,voltage,current,stdDev
i,f,f,f
1378325906,0.5,-1.19081666667e-06,2.25993546491e-07
1378325907,0.5,-8.34866666667e-07,9.2909358457e-08
1378325908,0.5,-6.89316666667e-07,8.60733198435e-08
1378325909,0.5,-6.0445e-07,8.23232298119e-08
1378325910,0.5,-5.59183333333e-07,8.35698294176e-08
1378325911,0.5,-5.22283333333e-07,8.13205778932e-08
1378325912,0.5,-4.88416666667e-07,8.32981175591e-08
1378325913,0.5,-4.65433333333e-07,8.27907737748e-08
1378325914,0.5,-4.3945e-07,8.38447821871e-08
1378325915,0.5,-4.23683333333e-07,8.41091536173e-08
1378325916,0.5,-4.16633333333e-07,8.24176289125e-08
1378325917,0.5,-3.995e-07,8.21528047807e-08
1378325918,0.5,-3.77733333333e-07,8.29318729775e-08
1378325919,0.5,-3.657e-07,8.35035528186e-08
1378325920,0.5,-3.60683333333e-07,8.24122749083e-08
1378325921,0.5,-3.54333333333e-07,8.2145534808e-08
1378325922,0.5,-3.42633333333e-07,8.11556049957e-08
1378325923,0.5,-3.27133333333e-07,8.26646773954e-08
1378325924,0.5,-3.21316666667e-07,8.23651406172e-08
1378325925,0.5,-3.184e-07,8.11137472935e-08
1378325926,0.5,-3.08666666667e-07,8.24483002992e-08
1378325927,0.5,-3.00216666667e-07,8.31226185958e-08
1378325928,0.5,-2.91316666667e-07,8.29207436184e-08
1378325929,0.5,-2.89316666667e-07,8.26384679728e-08
1378325930,0.5,-2.86316666667e-07,8.41893682256e-08
1378325931,0.5,-2.71716666667e-07,8.1142691531e-08
1378325932,0.5,-2.697e-07,8.15827391875e-08
1378325933,0.5,-2.66133333333e-07,8.12129847308e-08
1378325934,0.5,-2.61733333333e-07,8.24438933794e-08
1378325935,0.5,-2.523e-07,8.0706525965e-08
1378325936,0.5,-2.50233333333e-07,8.28811129805e-08
1378325937,0.5,-2.43933333333e-07,8.0985773785e-08
1378325938,0.5,-2.4525e-07,8.04561215819e-08
1378325939,0.5,-2.35716666667e-07,8.12531213076e-08
1378325940,0.5,-2.31666666667e-07,8.26945517485e-08
1378325941,0.55,5.80866666667e-07,2.74787036731e-07
1378325942,0.55,1.99816666667e-07,9.16690590597e-08
1378325943,0.55,8.78e-08,8.27475679401e-08
1378325944,0.55,3.35e-08,8.10560505658e-08
1378325945,0.55,1.21666666667e-09,8.08420459222e-08
1378325946,0.55,-1.69833333333e-08,8.13899034825e-08
1378325947,0.55,-3.30333333333e-08,8.02493959825e-08
1378325948,0.55,-4.05166666667e-08,8.04527794562e-08
1378325949,0.55,-4.83833333333e-08,8.02442296299e-08
1378325950,0.55,-5.60166666667e-08,7.96223359924e-08
1378325951,0.55,-6.29666666667e-08,7.97372699697e-08
1378325952,0.55,-6.56333333333e-08,8.04503918919e-08
1378325953,0.55,-6.885e-08,7.91186503508e-08
1378325954,0.55,-7.05333333333e-08,8.07674576932e-08
1378325955,0.55,-7.21e-08,7.90258818363e-08
1378325956,0.55,-7.55166666667e-08,8.00176004944e-08
1378325957,0.55,-7.75666666667e-08,8.07810552598e-08
1378325958,0.55,-7.79166666667e-08,7.99223147118e-08
1378325959,0.55,-7.72333333333e-08,7.87962280541e-08
1378325960,0.55,-7.82333333333e-08,7.85124972359e-08
1378325961,0.55,-7.88833333333e-08,7.98258712588e-08
1378325962,0.55,-7.63e-08,7.9993603911e-08
1378325963,0.55,-7.96e-08,7.75972937672e-08
1378325964,0.55,-7.83666666667e-08,7.88880993701e-08
1378325965,0.55,-7.92e-08,7.91750802547e-08
1378325966,0.55,-7.91666666667e-08,7.8920670437e-08
1378325967,0.55,-7.81e-08,7.95857399287e-08
1378325968,0.55,-7.795e-08,7.81625283197e-08
1378325969,0.55,-7.67166666667e-08,7.85555199984e-08
1378325970,0.55,-7.74166666667e-08,7.85211843319e-08
1378325971,0.55,-7.76666666667e-08,7.82787043554e-08
1378325972,0.55,-7.83833333333e-08,7.82707036863e-08
1378325973,0.55,-7.52166666667e-08,8.01116079119e-08
1378325974,0.6,7.35916666667e-07,2.75491517817e-07
1378325975,0.6,3.5315e-07,9.00008935141e-08
1378325976,0.6,2.41266666667e-07,8.05526466908e-08
1378325977,0.6,1.86133333333e-07,8.11082541354e-08
1378325978,0.6,1.55683333333e-07,7.99788496347e-08
1378325979,0.6,1.32583333333e-07,7.99952689573e-08
1378325980,0.6,1.141e-07,7.94335571405e-08
1378325981,0.6,1e-07,7.95309164204e-08
